Hawaii Visitors & Convention Bureau	['Hawaii Visitors & Convention Bureau', 'Hawaii Visitors and Convention Bureau']
Hawker Pacific Aerospace	['Hawker Pacific Aerospace', 'Hawker Pacific']
Hayel Saeed Anam Group	['Hayel Saeed Anam Group', 'Hayel Saeed Anam & Co. Ltd.']
Hayneedle	['Hayneedle', 'NetShops']
HayPost	['HayPost', 'Armenian Post', 'Haypost']
HD Supply	['HD Supply', 'Creative Touch Interiors', 'Crown Bolt', 'White Cap Construction Supply', 'HD Supply Holdings, Inc.']
Headquarters and Headquarters Company	['Headquarters and Headquarters Company', 'Headquarters and Headquarters Battery', 'Headquarters and Headquarters Troop', 'Headquarters and headquarters company', 'Headquarters and Headquarters Detachment', 'Headquarters and Headquarters Company/Battery', 'Headquarters Company', 'Headquarters Battery', 'Headquarters company', 'Headquarters & Headquarters Company']
Healthcare Bluebook	['Healthcare Bluebook', 'Healthcare Blue Book']
HealthPartners	['HealthPartners', 'Virtuwell']
Healthtex	['Healthtex', 'Health-tex', 'Standard Romper Company']
Heart Attack Grill	['Heart Attack Grill', 'Heart attack grill', 'Quadruple Bypass Burger', 'The Heart Attack Grill']
Heart of England Co-operative Society	['Heart of England Co-operative Society', 'Heart of England Co-op', 'Heart of England Co-operative']
Heat-assisted magnetic recording	['Heat-assisted magnetic recording', 'HAMR', 'Heat-Assisted Magnetic Recording', 'Heat assisted magnetic recording']
Heatter-Quigley Productions	['Heatter-Quigley Productions', 'Merrill Heatter Productions']
Hegel Audio AS	['Hegel Audio AS', 'Hegel Audio']
Heinz Baked Beans	['Heinz Baked Beans', 'Heinz Baked Beanz', 'Heinz Beanz', 'Heinz beans']
Hellenic Seaways	['Hellenic Seaways', 'Hellenic seaways', 'Hellas Ferries']
Henderson Investment	['Henderson Investment', 'Henderson Investment Limited', 'Wing Tai Development', 'Wing Tai Development Limited', 'Henderson Investment Ltd.']
Hengan International	['Hengan International', 'Hengan', 'Hengan International Group', 'Hengan International Group Company', 'Hengan International Group Company Limited']
Henry Poole & Co	['Henry Poole & Co', 'Henry Poole & Co.', 'Henry Poole and Co']
Here (company)	['Here (company)', 'Here (Nokia)', 'HERE (Nokia)', 'Nokia HERE', 'Nokia Here', 'Nokia Maps', 'HERE City Lens', 'HERE Drive+', 'Nokia ovi maps', 'Ovi Maps', 'HERE Map Creator', 'HERE Maps', 'Here Map Creator', 'HERE.com', 'HERE Drive', 'HERE Transit', 'HERE Global B.V.']
Hesteel Group	['Hesteel Group', 'Hebei Iron', 'Hebei Iron & Steel', 'Hebei Steel', 'Hebei Iron and Steel Group Company', 'Hebei Iron and Steel Group Company Limited', 'HeBei Tangshan Iron & Steel Group', 'Hebei Iron and Steel', 'Hebei Iron & Steel Group', 'Hebei Iron and Steel Group']
Hestra	['Hestra', 'Hestra Gloves']
Heung Kong Group	['Heung Kong Group', 'HeungKong Group']
HHLA	['HHLA', 'Hamburger Hafen & Logistik', 'Hamburger Hafen und Logistik']
Hi tran	['Hi tran', 'Hi-Tran']
Hickson & Welch	['Hickson & Welch', 'Hickson & Welch power station', 'Hickson and Welch']
Hidroconstrucția	['Hidroconstruc\xc8\x9bia', 'Hidroconstructia', 'Hidroconstruc\xc5\xa3ia']
Hield	['Hield', 'Hield Savile Row', 'Hield England', 'Hield Bros', 'Hield Brothers', 'Hield Brothers Limited', 'Hield Brothers Ltd']
Higher State	['Higher State', '99 Degrees', '99 North (record label)']
Hill Cumorah Pageant	['Hill Cumorah Pageant', "America's Witness To Christ"]
Hillenbrand, Inc.	['Hillenbrand, Inc.', 'Hillenbrand Inc.']
Hillman	['Hillman', 'Hillman Motor Car Company']
Hillman Periodicals	['Hillman Periodicals', 'Hillman Comics', 'Hillman Books']
Hindustan Antibiotics	['Hindustan Antibiotics', 'Hindustan Antibiotics Limited']
Hindustan Zinc	['Hindustan Zinc', 'Hindustan Zinc Limited']
Hip Hing Construction	['Hip Hing Construction', 'Hip Hing', 'Hip Hing Construction Company', 'Hip Hing Construction Company Limited']
Hisense Kelon	['Hisense Kelon', 'Hisense Kelon Electrical Holdings Co.,Ltd.', 'Hisense Kelon Electrical Holdings Company Limited', 'Hisense Kelon Electrical Holdings Company Ltd.', 'Guangdong Kelon', 'Guangdong Kelon Electrical Holdings Company Limited', 'Hisense Kelon Electrical Holdings Limited', 'Rongsheng']
HiSoft	['HiSoft', 'HiSoft Technology International']
Ho Hum Records	['Ho Hum Records', 'Ho hum records']
Hochtief Concessions	['Hochtief Concessions', 'HOCHTIEF Concessions']
Hola (VPN)	['Hola (VPN)', 'Hola extension']
Holman Brothers	['Holman Brothers', 'Holman Brothers Ltd', 'Holman Bros Ltd', 'Holman Bros']
Holmegaard Glass Factory	['Holmegaard Glass Factory', 'Holmegaards Glasv\xc3\xa6rker']
Home Owners' Loan Corporation	["Home Owners' Loan Corporation", 'HOLC', 'Home Owners Loan Corporation', 'Holc', "Home Owner's Loan Corporation"]
Homeless dumping	['Homeless dumping', 'Patient dumping']
Homelite Corporation	['Homelite Corporation', 'Homelite', 'Homelite Corporation (Power Equipment)']
Honda R&D Americas	['Honda R&D Americas', 'Honda Research America', 'Honda R&D Americas, Inc', 'Honda R&D Americas, Inc.']
Honeywell Aerospace	['Honeywell Aerospace', 'AlliedSignal Aerospace Company']
Hong Kong Air Cargo Terminals Limited	['Hong Kong Air Cargo Terminals Limited', 'HACTL']
Hong Kong Community College	['Hong Kong Community College', 'PolyU Hong Kong Community College', 'The Hong Kong Polytechnic University - Hong Kong Community College']
Hong Kong Property Services (Agency)	['Hong Kong Property Services (Agency)', 'HKPS', 'Hong Kong Property Services', 'Hong Kong Property Services (Agency) Limited']
Hong Thai Travel Services	['Hong Thai Travel Services', 'Hong Thai Travel', 'Hong thai travel']
Hongyuan Securities	['Hongyuan Securities', 'Hongyuan Securities Company', 'Hongyuan Securities Company Limited']
Honk (website)	['Honk (website)', 'Honk (Social Automotive Website)']
Hot air balloon	['Hot air balloon', 'Hot air ballon', 'Parachute (balloon)', 'Air balloon', 'Hot air balloons', 'The first hot air balloon flight in the United States', 'Hot Air Balloon', 'Hot-air balloon', 'The first hot air balloon flight in the United States.', 'Hot Air Baloon', 'New Mexico state aircraft', 'Hot-air balloons', 'Montgolfier balloon']
Hotel Terravina	['Hotel Terravina', 'Hotel TerraVina', 'Hotel terravina']
Hotline	['Hotline', 'Hot Line', 'Hot line', 'Hot-line']
Hottinger & Cie	['Hottinger & Cie', 'Banque Hottinger et Cie', 'Hottinger Bank', 'Banque Hottinguer']
Hottrix	['Hottrix', 'AbraMath', 'AbraPick', 'E-spresso', 'HottrixPhone', 'IBeer', 'IBug', 'IBugClassic', 'ICharger', 'IFireplace', 'IGoldfish', 'IGoyfish', 'IHypno', 'IMilk', 'IMunchies', 'IRescueCall', 'ISnail', 'ISoda', 'IVegas', 'IYuleLog', 'MB: Euro', 'Magic Wallet', 'MindBeam', 'NerdAlert']
Howard Park Wines	['Howard Park Wines', 'Howard park wine', 'Howard park winery', 'Madfish', 'Madfish wine', 'Madfish wines', 'Marchand & burch', 'Marchand & burch wines', 'Marchand and burch', 'Marchand and burch wines', 'Pascal marchand wines', 'Madfish winery']
HP Blackbird 002	['HP Blackbird 002', 'Blackbird 002']
HP-UX	['HP-UX', 'Hewlett-Packard UNIX', 'Hewlett-Packard UniX', 'Hewlett-Packard Unix', 'Hewlett Packard UNIX', 'Hewlett Packard UniX', 'Hewlett Packard Unix', 'HP UX', 'HP/UX', 'HPUX', 'HP Unix', 'Hewlett Packard-Unix', 'Hpux']
Hrazdan TV	['Hrazdan TV', 'Hrazdan TV Company']
HSBC Bank (Chile)	['HSBC Bank (Chile)', 'HSBC Bank Chile', 'HSBC Chile']
HSBC El Salvador	['HSBC El Salvador', 'HSBC El Salvador, SA']
HTL Buses	['HTL Buses', 'Huyton Travel']
HubSpot	['HubSpot', 'Hubspot']
HuHot Mongolian Grill	['HuHot Mongolian Grill', 'HuHot']
Humanic	['Humanic', 'Shoemanic']
Humboldt Creamery	['Humboldt Creamery', 'Humboldt Creamery Association']
Hunting	['Hunting', 'Hunting gun', 'Hunter', 'Hunters', 'Shik\xc4\x81r', 'Safari (hunting)', 'Shark hunting', 'Bloodless hunt', 'Photo-Safari', 'Photo Safari', 'Canons on Hunting', 'Hunting Gun', 'Over-hunting', 'Overhunting', 'Animal hunting', 'Predator control', 'Hunter safety', 'Hunting rights', 'Primitive hunting', 'Aucupate', 'Quail hunter', 'History of hunting']
Huta Stalowa Wola	['Huta Stalowa Wola', 'HSW S.A.']
Hutchison Telecommunications Hong Kong Holdings	['Hutchison Telecommunications Hong Kong Holdings', 'Hutchison Telecommunications Hong Kong Holdings Limited', 'Hgc.com.hk']
HVAC	['HVAC', 'Warming and ventilating houses', 'Air diffuser', 'HVACR', 'Heaters', 'Heating, ventilation, and air-conditioning', 'Punkah Louver', 'Heater', 'Heating, Ventilating, and Air Conditioning', 'Ventilating, and Air Conditioning Heating', 'Computer Room Air Conditioner', 'Indoor climate control', 'Central hea', 'Climate control', 'Heating', 'Air-conditioning system', 'Air-conditioning systems', 'Central heating and cooling', 'Environmental Control', 'Heating and cooling', 'Hvac', 'HVAC system', 'Room heating', 'HVAC&R', 'Warm-air heating system', 'Air duct cleaning', 'Environmental control', 'Heatedly', 'Heatingly', 'Space heating and cooling', 'Heating, ventilation and air conditioning', 'Heat load', 'Heating, Ventilation, and Air Conditioning', 'Heating, ventilation, and air conditioning', 'Heating, Ventilation and Air Conditioning', 'HACR', 'Heating load', 'Air heating system', 'Heating, ventilating, and air conditioning']
Hy-Line International	['Hy-Line International', 'Hy-Line Brown']
Hybricon Corporation	['Hybricon Corporation', 'Hybricon']
Hybris (company)	['Hybris (company)', 'Hybris GmbH (company)']
HyperCity	['HyperCity', 'Hypercity', 'Hypercity Mall']
Hypermarcas	['Hypermarcas', 'Hypermarcas SA']
Hyundai Motor Company	['Hyundai Motor Company', 'Hyundai Motor', '\xed\x98\x84\xeb\x8c\x80\xec\x9e\x90\xeb\x8f\x99\xec\xb0\xa8', 'Drive your way', 'Hyundai Motors', 'Hyundai Motor Corporation', 'Hyundai - Drive your way', 'Hyundai Translead', 'Hyundai (automobile)', 'Hyundai (car)', 'Hyundai Motor Manufacturing Czech', 'Hyundai-Kia Group', 'Hyundai Auto Canada Inc.', 'The Hyundai Motor Company', 'Hyundai Motor Co.']
I Can't Believe It's Yogurt!	["I Can't Believe It's Yogurt!", "I Can't Believe It's Yogurt"]
I Scream Records	['I Scream Records', 'I Scream records']
I-Gami	['I-Gami', 'Gami, Plastic Origami', 'I-gami']
ICB Banking Group	['ICB Banking Group', 'International Commercial Bank', 'ICB Financial Group Holdings AG']
ICCT Colleges Foundation Inc.	['ICCT Colleges Foundation Inc.', 'ICCT Colleges']
Iceland GeoSurvey	['Iceland GeoSurvey', 'Iceland Geosurvey']
ICIMS	['ICIMS', 'ICIMS Talent Platform']
ICON Aircraft	['ICON Aircraft', 'Icon Aircraft']
ICON Eyecare, Ltd	['ICON Eyecare, Ltd', 'ICON Eyecare', 'ICON EyecareIggesund', 'ICON LASIK']
ICS Learn (International Correspondence Schools)	['ICS Learn (International Correspondence Schools)', 'International Correspondence Schools', 'ICS Learn', 'ICS ltd', 'Icslearn', 'International Correspondence School']
ICT Group (Russia)	['ICT Group (Russia)', 'IST Group']
Idacorp	['Idacorp', 'IDACORP', 'IDACORP, Inc', 'Idacorp, Inc.', 'Idacorp Inc.', 'IDACORP, Inc.']
Idaho Candy Company	['Idaho Candy Company', 'Cherry Cocktail (candy bar)', 'Old Faithful (candy bar)']
Idaho Power	['Idaho Power', 'Idaho Power Company']
Idea Factory	['Idea Factory', 'Idea Factory International', 'Otomate', '!F', '!f']
Idemitsu Kosan	['Idemitsu Kosan', 'Idemitsu kosan co., ltd.', 'Idemitsu K\xc5\x8dsan', 'Idemitsu Shokai', 'Idemitsu', 'Idemitsu Petrochemical', 'Idemitsu Oil & Gas', 'Idemitsu Oil and Gas']
IDology	['IDology', 'IDology, Inc.']
IFixit	['IFixit', 'IFixIt', 'IFixit.com']
Iggesund Paperboard	['Iggesund Paperboard', 'Iggesund paperboard']
IK Multimedia	['IK Multimedia', 'Amplitube', 'Amplitube (guitar software)', 'Groovemaker', 'IK multimedia']
ILAUD	['ILAUD', 'Ilaud']
Illinois Newspaper Project	['Illinois Newspaper Project', 'The Illinois Newspaper Project']
Illusion Labs	['Illusion Labs', 'Illusion labs']
Iluka Resources	['Iluka Resources', 'Iluka Resources Limited']
Ilyushin	['Ilyushin', 'Illushin', 'Aviation Association Ilyushin', 'Aviation Industries Ilyushin', 'Ilyushin Design Bureau', 'JSC %22IL%22', 'JSC IL', 'JSC \xc2\xabIL\xc2\xbb', 'Open Joint Stock Company ILYUSHIN Aviation Complex', 'Open Joint Stock Company Ilyushin Aviation Complex', 'Open Joint Stock Company \xc2\xabILYUSHIN Aviation Complex\xc2\xbb', 'Open Joint Stock Company \xc2\xabIlyushin Aviation Complex\xc2\xbb', 'Ilyushin Finance Co.']
Imagination Games	['Imagination Games', 'Imagination Entertainment', 'Imagination entertainment']
Imagination Technologies	['Imagination Technologies', 'Imagination Technologies Group plc', 'Imagination Technologies Group']
ImaginOn	['ImaginOn', 'ImaginOn: The Joe & Joan Martin Center']
IMDS Group	['IMDS Group', 'IMDS GROUP']
IMIDRO	['IMIDRO', 'NISCO (Iran)', 'IMIDRO Group']
Imitation of Christ	['Imitation of Christ', 'Life in Christ', 'Imitation of christ']
Immediate Media Company	['Immediate Media Company', 'Magicalia', 'BBC Magazines', 'Bristol Magazines Ltd', 'Immediate Media Company Limited', 'Immediate Media']
Immersive Education	['Immersive Education', 'Immersive Education (company)', 'Immersive Education Ltd.']
IMshopping	['IMshopping', 'IMShopping']
In Other Words Feminist Community Center	['In Other Words Feminist Community Center', "In Other Words Women's Books and Resources"]
In Trance We Trust	['In Trance We Trust', 'In Trance We Trust (label)']
IN2	['IN2', 'IN2 (company)']
Indian Express Limited	['Indian Express Limited', 'Express Group', 'Express Computer', 'The Indian Express Group', 'Indian Express Group', 'Indian Express Newspapers (Bombay) Ltd.']
Indian Institute of Technology Mandi	['Indian Institute of Technology Mandi', 'Indian Institute of Technology (Mandi)', 'IIT Mandi', 'Indian Institute of Technology Himachal Pradesh', 'Indian Institute of Technology, Mandi', 'Indian Institute of Technology IIT Mandi']
Indian Institute of Technology Ropar	['Indian Institute of Technology Ropar', 'Indian Institute of Technology Rupnagar', 'IIT,Ropar', 'IIT, Ropar', 'Indian Institute of Technology,Ropar', 'Zeitgeist (culfest)', 'Indian Institute of Technology (Ropar)', 'IIT Punjab', 'IIT RN', 'Indian Institute of Technology Punjab', 'IITRPR', 'Iitrpr', 'IIT Rupnagar', 'Indian Institute of Technology Roopar', 'IIT Roopnagar', 'Indian Institute of Technology Roopnagar', 'IIT Ropar', 'Indian Institute of Technology, Ropar', 'Zeitgeist(iitrpr)', 'Indian Institute of Technology IIT Ropar']
Indieszero	['Indieszero', 'Indies Zero', 'Indies zero']
Indigo Books and Music	['Indigo Books and Music', 'Indigo Books', 'Indigo (book store)', 'Indigo Books, Music & More', 'Indigo Bookstore', 'Indigo Books & Music, Inc.', 'Indigo Books and Music Inc.', 'Indigo Books and Music, Inc.', 'Indigo Books & Music', 'Indigo Books & Music Inc.']
Indus Capital Partners	['Indus Capital Partners', 'Indus Capital Partners, LLC']
Info Prod Research	['Info Prod Research', 'InfoProd']
Infobase Publishing	['Infobase Publishing', 'Facts On File, Inc.', "Bloom's Literary Criticism", 'Cambridge Educational', 'Chelsea House', 'Facts on File', 'Ferguson Publishing', 'Films for the Humanities & Sciences', 'Facts on File, Inc.', 'Facts On File', 'Chelsea House Publishing', 'Facts on File Inc.', 'Chelsea House Publishers', 'Chelsea House Publications', 'Facts on File Publishing', 'Software Reviews on File']
InfoCision Management Corporation	['InfoCision Management Corporation', 'InfoCision', 'InfoCision Management Corp.']
InfoCom Corporation	['InfoCom Corporation', 'InfoCom Corp', 'InfoCom Corp.', 'Infocom Corp', 'Infocom Corp.', 'Infocom Corporation']
Information and Communication Technology Agency (Sri Lanka)	['Information and Communication Technology Agency (Sri Lanka)', 'Information and Communication Technology Agency of Sri Lanka (ICTA)', 'ICT Agency of Sri Lanka', 'Information and Communication Technology Agency of Sri Lanka']
Infrastructure Leasing & Financial Services	['Infrastructure Leasing & Financial Services', 'IL&FS']
Infrastructure Sustainability Council of Australia	['Infrastructure Sustainability Council of Australia', 'Australian Green Infrastructure Council']
Ingenious Media	['Ingenious Media', 'Ingenious Film Partners']
Ingra (construction company)	['Ingra (construction company)', 'INGRA (construction company)']
Ingredion	['Ingredion', 'CPC International', 'Corn Products Refining Company', 'Corn Products Company', 'Corn Products International', 'Ingredion, Inc.', 'Ingredion Incorporated', 'Corn Products International, Inc.', 'National Starch', 'National Starch and Chemical']
Init Records	['Init Records', 'Init records']
Inkaterra	['Inkaterra', 'INKATERRA PERU']
Inkjet printing	['Inkjet printing', 'Inkjet printer', 'Inkjet printers', 'Large-format printer', 'Inkjet Printer', 'Ichiro Endo', 'FINE (printing)', 'Ink-jet', 'Ink jet', 'Ink dispersion printer', 'Bubblejet', 'Ink-jet printer', 'Inkjet', 'Ink jet printer', 'Ink jet printers', 'Bubble jet printer', 'Ink-jet printing', 'Fine (Printing)', 'Bubble-jet printer', 'FINE (Printing)', 'NEC Jetmate', 'Thermal inkjet', 'Thermal inkjet printer']
InMage	['InMage', 'InMage DR-Scout']
Inner Mongolia People's Publishing House	["Inner Mongolia People's Publishing House", '\xc3\x96b\xc3\xbcr mong\xce\xb3ul-un arad-un keblel-\xc3\xbcn qoriy-a']
InnoPath Software	['InnoPath Software', 'Innopath', 'InnoPath']
INP (Korea)	['INP (Korea)', 'INP (Company)']
Inq Mobile	['Inq Mobile', 'INQ Mobile Limited', 'INQ Mobile', 'INQ']
Instinet	['Instinet', 'Instinet Institutional Broker', 'Instinet Group']
Institute for Architecture and Urban Studies	['Institute for Architecture and Urban Studies', 'The Institute for Architecture and Urban Studies', 'IAUS', 'Architecture and urban studies', 'Institute for architecture', 'Institute for architecture and urban studies', 'New York institute for architecture', 'Nyiaus', 'The institute for architecture', 'The institute for architecture and urban studies', 'The new institute for architecture and urban studies', 'The new york institute for architecture and urban studies']
Institute for Surface Chemistry	['Institute for Surface Chemistry', 'Institute of Surface Chemistry', 'Ytkemiska Institutet']
Institute of Business and Finance	['Institute of Business and Finance', 'Certified Fund Specialist', 'Certified Annuity Specialist', 'Certified fund specialist']
Institute of Science and Technology, West Bengal	['Institute of Science and Technology, West Bengal', 'IST CKT', 'IST Chandrakona Town', 'Institute of Science & Technology, West Bengal']
Instrument for Structural Policies for Pre-Accession	['Instrument for Structural Policies for Pre-Accession', 'ISPA (European Union)']
Intact Financial	['Intact Financial', 'GP Car and Home', 'Intact Financial Corporation', 'Grey Power Insurance']
Integrated Carbon Observation System	['Integrated Carbon Observation System', 'INTEGRATED CARBON OBSERVATION SYSTEM']
Intelligent Network	['Intelligent Network', 'Intelligent network service', 'Advanced Intelligent Network', 'Intellgent network', 'IN service', 'Intelligent network services', 'Intelligent network']
Interactive Educational Program for Spine	['Interactive Educational Program for Spine', 'Interactive Educational Program (IEP) for Spine']
Interfax-Ukraine	['Interfax-Ukraine', 'Interfax Ukraine', 'Interfax Ukraina', 'Interfax-Ukraina']
Intermap Technologies	['Intermap Technologies', 'Intermap', 'NEXTMap', 'Intermap Technologies Corporation']
InterMapper	['InterMapper', 'Dartware', 'Dartware, LLC']
InterMedia Partners	['InterMedia Partners', 'InterMedia Advisors', 'InterMedia Advisors, LLC', 'Intermedia Partners', 'Intermedia Partners Inc.']
Internap	['Internap', 'Internap Network Services U.K. Limited', 'Internap Network Services Corporation']
International Institute of Earthquake Engineering and Seismology	['International Institute of Earthquake Engineering and Seismology', 'IIEES']
International Institute of Information Technology, Bhubaneswar	['International Institute of Information Technology, Bhubaneswar', 'IIIT Bhubaneswar', 'Indian Institute of Information Technology, Bhubaneswar', 'Ad%5C/%5Cita (Festival)', 'Advaita iiit', 'INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY,BHUBANESWAR', 'Advaita (Festival)']
INTO Queen's University Belfast	["INTO Queen's University Belfast", "INTO Queen's University of Belfast"]
Invisible Agent (record label)	['Invisible Agent (record label)', 'Invisible Agent (Record Label)']
IPTP Networks	['IPTP Networks', 'AS41095', 'IP Triple Play']
IrAero	['IrAero', 'IrAir', 'Iraero', '%22IrAero%22 Airline', 'IrAero Airline', '\xc2\xabIrAero\xc2\xbb', '\xe2\x80\x9cIrAero\xe2\x80\x9d Airline']
Iran Software & Hardware Co. (NOSA)	['Iran Software & Hardware Co. (NOSA)', 'NOSA XP', 'Iran Software & Hardware Co.']
Irancode	['Irancode', 'Iran code', 'Irancod']
Iranian oil bourse	['Iranian oil bourse', 'International Oil Bourse', 'Petrobourse', 'Iranian Oil Bourse', 'PECF', 'Petrochemical Exporting Countries Forum', 'Iran Oil Bourse', 'Iran Petroleum Exchange']
Irem (construction company)	['Irem (construction company)', 'Irem (construction company']
IResQ	['IResQ', 'IPodResQ', 'Irescue', 'MacBookResQ', 'MacResQ', 'ResQ Systems']
IRI (company)	['IRI (company)', 'Information Resources, Inc.', 'IRI Company', 'SymphonyIRI', 'SymphonyIRI Group', 'Information Resources', 'Information Resources Inc.']
Iridium Communications	['Iridium Communications', 'Iridium Communications Inc.', 'Iridium SSC', 'Iridium satellite phone', 'Iridium satellite', 'Iridium Satellite LLC', 'Iridium handset', 'Iridium phone']
IRIS Distribution	['IRIS Distribution', 'Iris Distribution']
Iron Mike Productions	['Iron Mike Productions', 'Acquinity Sports']
Irving Place Capital	['Irving Place Capital', 'Bear Stearns Merchant Banking']
Islamic Publishing House	['Islamic Publishing House', 'Islamic publishing house']
Island Officials	['Island Officials', 'Island officials']
Israel Cleantech Ventures	['Israel Cleantech Ventures', 'Cleantech Ventures']
Israel Diamond Institute	['Israel Diamond Institute', 'The Israeli Diamond Institute', 'The Israel Diamond Institute']
IStorez	['IStorez', 'Istorez']
IT Works	['IT Works', 'IT Works, Inc.', 'Information Technology Works']
IT-Political Association of Denmark	['IT-Political Association of Denmark', 'IT-Political Association']
Itaúsa	['Ita\xc3\xbasa', 'Itausa Investimentos Itau', 'Itausa']
Itron	['Itron', 'Itron, Inc.']
ITV Digital	['ITV Digital', 'ON Digital', 'On Digital', 'Itv digital', 'British Digital Broadcasting', 'ONdigital', 'ITV digital', 'OnDigital']
ITV Parapentes	['ITV Parapentes', 'ITV Paragliders']
ITV plc	['ITV plc', 'Independent Television plc', 'ITV PLC', 'ITVplc', 'ITV Plc']
Ivar (brand)	['Ivar (brand)', 'Ivarson USA LLC', 'Ivar Backpack', 'Ivar Pack', 'Ivar System', 'Ivarson USA', 'Ian Ivarson']
IXYS Corporation	['IXYS Corporation', 'Westcode']
Izzy Gold Records	['Izzy Gold Records', 'Izzy gold records', 'Chris Young (music producer)']
J Hudson & Co	['J Hudson & Co', 'Acme Whistles', 'Acme Thunderer']
J Vineyards & Winery	['J Vineyards & Winery', 'J Vineyards']
J.M. Meulenhoff	['J.M. Meulenhoff', 'Meulenhoff', 'Manteau']
Jaffas	['Jaffas', 'Jaffa (chocolate)', 'Jaffas (chocolate)', 'Jaffas (candy)']
James Coney Island	['James Coney Island', 'James Coney Island, Inc.']
James Hardie	['James Hardie', 'James Hardies Industries', 'JAmes Hardie', 'Hardy backer', 'Hardybacker', 'James Hardie Industries N.V.', 'James Hardie Industries', 'Hardie board', 'James Hardie Industries SE', 'James Hardie Industries plc', 'James Hardie Industries PLC']
James Rouse	['James Rouse', 'Rouse, James', 'James Wilson Rouse', 'James W. Rouse']
Jamis Bicycles	['Jamis Bicycles', 'Jamis']
Jamna Auto Industries	['Jamna Auto Industries', 'Jamna auto']
Jämtlands Flyg	['J\xc3\xa4mtlands Flyg', 'Jamtlands Flyg']
Japan Home Video	['Japan Home Video', 'JHV']
Jarir Bookstore	['Jarir Bookstore', 'Jarir (company)']
Jastrzębska Spółka Węglowa	['Jastrz\xc4\x99bska Sp\xc3\xb3\xc5\x82ka W\xc4\x99glowa', 'Jastrzebska Spolka Weglowa']
Jasun Filtration	['Jasun Filtration', 'Jasun Filtration PLC']
Java Platform, Micro Edition	['Java Platform, Micro Edition', 'J2me', 'Kjava', 'An Introduction to J2ME', 'Java me', 'Javame', 'Java 2 Platform, Micro Edition', 'Java Micro Edition', 'J2ME', 'JSR 68', 'Java ME', 'JSME', 'JavaME', 'Mobile Java', 'Foundation Profile', 'Foundation profile', 'Personal Basis Profile']
JavaServer Pages	['JavaServer Pages', 'JSP compiler', 'JSP container', 'Javaserver pages', 'Java Server Pages', 'JavaServer Pages compiler', 'JavaServer page example input', 'JavaServer page example output', 'JSR 152', 'JSR 245', 'Tag library', 'JSPF', 'Java server pages', 'JSP engine', '.jsp', 'Jsp2', 'JavaServer Page', 'Java Server Page', 'Jave Page', 'Jave Server', 'JSP files']
Jayco, Inc	['Jayco, Inc', 'Jayco']
Jays Foods	['Jays Foods', "Jay's"]
Jerry's Subs & Pizza	["Jerry's Subs & Pizza", "Jerry's subs", "Jerry's subs and pizza", 'Jerry Subs & Pizza']
JESS3	['JESS3', 'Jess3']
JetLink Express	['JetLink Express', 'Jetlink Express']
Jilin Aodong Medicine	['Jilin Aodong Medicine', 'Aodong Medicine', 'Jilin Aodong Medicine Industry', 'Jilin Aodong Medicine Industry Group Company Limited']
Jim's Mowing	["Jim's Mowing", "Jim's Group"]
Jinan Qingqi	['Jinan Qingqi', 'Plum Qingqi', 'Qingqi']
Jing Gong	['Jing Gong', 'Jing gong']
Jinni (search engine)	['Jinni (search engine)', 'Jinni (discovery service)', 'Jinni.com']
Jinx (clothing)	['Jinx (clothing)', 'J!NX', 'Jinx (Clothing)', 'Jinx.com']
Jitsugyo no Nihon Sha	['Jitsugyo no Nihon Sha', 'Jitsugy\xc5\x8d no Nihonsha', 'Jitsugyo no Nihon']
JJAD	['JJAD', 'JJAD Cars', 'JJAD P1', 'JJAD P1-E']
JL Audio	['JL Audio', 'Speaker Warehouse', 'JL Audio W7']
JMC Air	['JMC Air', 'JMC Airlines']
Joanne's Bed and Back	["Joanne's Bed and Back", "JoAnne's Bed & Back"]
JobStreet.com	['JobStreet.com', 'Jobstreet']
John Brocklehurst (politician)	['John Brocklehurst (politician)', 'John Brocklehurst the younger']
John Crane Group	['John Crane Group', 'John Crane, Inc', 'John Crane, Inc.', 'John Crane Inc.']
John D. Luthy	['John D. Luthy', 'Luthy method', 'John luthy']
John Foster (textile manufacturer)	['John Foster (textile manufacturer)', 'Black Dyke Mills']
John Hill & Company	['John Hill & Company', 'Johillco', 'John Hill & Co', 'John Hill and Co.']
John Horrocks (politician)	['John Horrocks (politician)', 'John Horrocks (cotton manufacturer)']
John L. Lumley	['John L. Lumley', 'J. L. Lumley', 'John Leask Lumley']
John Lilley and Gillie Ltd	['John Lilley and Gillie Ltd', 'John Lilley and Gillie', 'Lilley & gillie', 'Lilley and Gillie']
Johnny Cupcakes	['Johnny Cupcakes', 'Johny Earle']
Joie de Vivre Hospitality	['Joie de Vivre Hospitality', 'Joi de Vivre Hospitality']
Jonatan Söderström	['Jonatan S\xc3\xb6derstr\xc3\xb6m', 'Cactussquid', 'Jonatan Soderstrom', 'Life is a Race!', 'Norrland (video game)']
Jordan Company	['Jordan Company', 'John W. Jordan, Jr.', 'John W. Jordan II', 'Jordan Companies', 'The Jordan Company']
Jordan, Edmiston Group	['Jordan, Edmiston Group', 'Jordan, Edmiston Group, Inc.', 'JEGI', 'The Jordan, Edmiston Group']
Jordans (company)	['Jordans (company)', 'Jordans (cereal)', 'Rivita']
